"positive", "hotelnya bersih and rapi next time kalau menginap di bandung hotel ini sangat cocok"
"positive", "bersih dan memuaskan good job"
"positive", "bersih nyaman buat istirahat udaranya segar didaerah yang masih asri"
"negative", "pelayanan dan kebersihan sangat kurang sekali"
"negative", "kebersihan perlu ditingkatkan kamar terlihat kurang terawat tempatnya strategis untuk kuliner sekitar dago pakar tetapi untuk kamar superior terlalu berisik karena dekat dengan jalan"
"negative", "exhaust nya tidak fungsi aaahh kegerahan jadi nya wifi tidak kepake lemah banget sinyalnya pas sarapan sudah pd kehabisan menu nya gada pilihan"
"positive", "pelayanannya baik dan ramah bersih lokasi juga stragegis rekom deh buat inep bareng teman teman lagi"
"negative", "pelayanan dan hotel tidak bagus dan tidak terawat"
"positive", "tempatnya cukup bersih menyenangkan dan relatif dekat kemana mana"
"positive", "staf nya helpful kamar bersih nice to stay"
"positive", "nyaman murah dan strategis dekat dengan ciwalk rumah sakit dan mudah mendapatkan makanan disekitar penginapan cuma di kamar family wastafel dan towel holdernya rusak ac nya antara dingin dan tidak tapi buat ibu saya yang lansia tidak jadi masalah karena beliau tidak tahan dingin stafnya ramah dan selalu siap membantu recommended buat keluarga dengan anak anak dan lansia"
"positive", "pelayanan memuaskan kamar bersih sarapan oke"
"positive", "suasana hotel yang tenang nyaman ruang kamar yang cukup lega sepadan dengan harga yang dibayarkan terima kasih"
"positive", "bagus bersih dan nyaman dapat di coba"
"positive", "bersih nyaman dan sesuai dengan kelasnya"
"positive", "lumayan bagus lah untuk yang liburan sebentar ke bandung"
"positive", "tempatnya nyaman bersih dan rapi"
"positive", "penginapan yang nyaman bersih pelayanan ok sesuai dengan harga yang dikeluarkan"
"positive", "keren banget homey banget ga berisik dan dapet welcome drink besoknya dapet sarapan pdhl ga include sarapan bisa refill kopi teh secara berkala ownernya baik banget kemarin pas check out lagi hujan angin dan ownernya mempersilahkan tinggal di kamar sampai hujannya reda krn byk pula pohon tumbang pokoknya keren bgt deh kalo liburan lagi saya bakal ke sm residence"
"positive", "dengan harga yang ekonomis cocok buat berlibur di kota bandung dan sekitarnya bersama keluarga"
"positive", "villa yang berlokasi dengan pemandangan yg bagus nyaman dan bersih terimakasih atas pelayanan dan sambutan yg bagus"
"negative", "akses jalan kecil bau kotoran ternak"
"positive", "villa ok keramahan dan pelayanan ok good villa"
"positive", "bersih nyaman sejuk fasilitas lengkap cocok untuk liburan keluarga"
"positive", "pelayananny oke bgt viewnya bagus pisang goreng kejunya enak insya allah balik lagi nanti sama keluarga"
"negative", "not recomended hotel tidak terawat tidak seperti istana hotel tahun yang lalu"
"negative", "jelek banget tuh hotel kumuh dan menyerahkan"
"positive", "reaort bernuansa alam yang cocok untuk edukasi anak mengenai alam pelayanan kondisi kamar dan makanan baik sekedar saran ditambahkan fasilitas playground nuansa alam untuk anak ataupun aktifitas outbound"
"negative", "pada saat sya mau check in saya pesan kamar tapi pas bawa anak anak kena charge sebesar saya tahu kalau kapasitas per kamar adl org namun di hotel manapun saya tidak pernah kena charge jika membawa anak kecuali jika memesan extra bed itu baru kena tambahan"
"positive", "recommended banget bersih pelayanan memuaskan"
"negative", "masih harus lebih banyak ditingkatkan mutu dan pelayananannya"
"positive", "hotelnya bersih pelayanan cukup memuaskan"
"positive", "memuaskan harga sesuai tidak jauh dari pusat kota"
"positive", "hotel bintang dengan harga murah sangat baik"
"negative", "telefon tidak connected antar kamar makanan lebih di indonesiakan campuran bumbunya"
"negative", "saat datang petugas tidak ada di tempat kartu kamar sangat sulit terbaca d lift makanan kurang bervariasi"
"positive", "memuaskan sekali dan nyaman kamarnya"
"positive", "pelayanan memuaskan makasi mba ira"
"positive", "nyaman lengkap dan lokasinya strategis"
"positive", "enak nyaman terus ktp ditahan gak bisa check out sebelum kantor buka kantor buka jam pagi alat masak kurang memadai ngarepnya kalau menginap di apartement bisa masak masak tapi ya rekomen lah"
"negative", "makan paginya kurang variasi dan jumlahnya hanya sedikit"
"positive", "hotel cukup bersih pelayanan ramah dan yang penting syariah jadi nyaman sekali stay di hotel ini"
"positive", "kamarnya bersih rapi dan nyaman cocok untuk kumpul bersama keluarga"
"positive", "bersih murah dan strategis mau balik lagi deh"
"positive", "bagus dekat kemana mana"
"negative", "makanan kurang banyak dan sangat sedikit"
"positive", "airnya tidak macet tempat tidurnya nyaman perjalanan menuju tempat bisnis menjadi lancar dan mobil kembali bersih lagi ketika mau ceck out"
"positive", "lumayan bagus dan cocok untuk perjalanan ke bandara"
"positive", "suasana cukup menarik untuk menginap sm keluarga lokasi juga dekat mall dan pusat belanja oleh oleh bandung hanya saja kekurangan shower dikamar mandi perlu diperbaiki khususnya air panasnya dan mungkin perlu ada penutup saat mandi agar lantai kamar mandi tidak becek karena airnya kemana mana"
"positive", "makanan enak pelayanan baik"
"positive", "keseluruhan sih hotelnya bersih dan nyaman"
"positive", "hotelnya masih baru sangat memuaskan"
"positive", "hotel syariah yang nyaman dekat tempat wisata disediakan alat sholat dikamar good"
"negative", "kamar tidak ada kulkas koki belum standar"
"positive", "nginep disini pas waktu soft opening jadi masih banyak pekerjaan yg belum selesai overall hotelnya bagus sekali canggih cuma mudah an diperhatikan detail finishing setiap pekerjaannya"
"negative", "ruangan agak gelap dan kurang bersih untuk sarapan kurang enak"
"negative", "closet rusak pindah kamar lama"
"negative", "pelayanan wifi dan tv kabel suka mati sendiri "
"negative", "saya ataupun kami khususnya tidak akan pernah menginap di edelweiss boutique hotel lagi karena pelayanan jelek yang diberikan pesan kamar tapi kamar cuma dikasih kamar itupun sudah marah marah besar lebih dahulu handling complaint yang sangat jelek sekali diberikan management hotel"
"negative", "kolam renangnya tidak terawat pelayanan check in yang lama "
"negative", "kamar mandi bau bgt ac nya jg berisik "
"negative", "atap kamar mandi bocor air menetes lantai basah"
"negative", "saya kecewa sih dengan home pertama ternyata hotel nya itu di dalam mall discovery parkir nya harus di dalam mall meskipun free kedua yang bikin kecewa itu saya lihat di gambar nya kolam renang nya benar benar di tepi pantai eh ternyata itu bukan kolam renang milik hotel pribadi melainkan milik cafe ocean dan segara beach club jadinya kalau mau berenang ke sana kayak tidak enak hati karena segan tidak pesan apa apa di bar nya gak mungkin dong saya berenang dan duduk di kursi bar tanpa pesan apa apa kalau kyak gitu sih siapa aja bisa saja berenang disana tanpa harus menginap di condotel ketiga yang terparah kamarnya sempit dan tidak ada jendela jadinya tidak tau hari udah gelap atau sudah terang plus nya staffnya sangat ramah sering menyapa dan helpfull "
"negative", "kamar sangat super sempit dg harga nya gak sesuai kingbednya gabungan kasur ac gak dingin mengecewakan"
"negative", "fasilitas di dalam kamar kurang lengkap "
"negative", "bath thub nya tidak mempunyai pembatas sehingga pas mandi pake shower air nya jadi ngerembes ke lantai jadi lantai kamar mandi basah"
"negative", "sangat mengecewakan liburan bulan madu saya yang kedua pihak cleaning secara tidak sopan masuk kamar tanpa pemberitahuan "
"negative", "kamar terlalu kecil view tembok tidak sesuai harga"
"negative", "kamar ada nyamuk dan kurang bersih "
"negative", "pelayanan kurang bagus room gak nyaman "
"negative", "saya sampai disana sore kondisi bed sprei sarung bantal guling lecek seperti belum diganti dari tamu sebelumnya benar saja setelah istri saya telusuri di seprei ada sehelai rambut warna pirang bukan uban jelas bukan milik kami sandal hotel tidak disediakan sendok tidak ada sikat gigi juga tidak disediakan beberapa jam kemudian kami ditelpon bagian hotel ada kekurangan apa lalu kami bilang semua yang saya sebut di atas lalu beberapa menit kemudian datang bagian room service dia mengganti seprai lalu kami tanya apakah memang disini tak diberi sandal hotel lalu dia jawab bila persediaan masih ada maka akan diberi hellooo ini hotel bintang lima lho lalu petugas cleaning service sekaligus penjaga kolam renang cerewet sekali banyak sekali larangan "
"negative", "ada beberapa hal yang dirasa kurang untuk hotel sekelas ini misalnya sandal tidak tersedia di kamar pelayanan kurang begitu ramah dll "
"negative", "saya datang bersama istri orang anak kecil di antaranya adalah balita saat sampai ke hotel kondisi malam hari sekitar jam malam dan anak tertidur pulas saat pertama turun dari mobil tidak ada satupun yang menyapa ataupun mengarahkan ke arah mana saya harus cek in padahal saya bertanya sampai x mereka sibuk mengurusi bule yang kelihatannya juga cek in berbarengan dengan saya sopir saya menurunkan barang bawaan tidak di bantu hanya pada di lihat saja saya istri masing menggendong anak yang tertidur pulas tetap tidak ada respek dari mereka saya komplain di respon seadanya menyesal tidur di hotel ini "
"negative", "salah kasih kunci kamar di tambah handuk yang di kasih sobek belum lagi di toilet airnya bau "
"negative", "cial request di booking traveloka bahkan mengatakan bahwa saya minta selantai akhirnya saya dapat kamar yg saya inginkan saya di berikan kamar namun sayang sepertinya kamar tersebut jarang laku mengingat lantai nya berdebu dan membuat telapak kaki hitam dan yang parah nya aroma kamar tersebut apek dan seperti bau kencing tikus mau complaine lagi saya sudah kehabisan tenaga akhirnya pintu balkon saya biarkan terbuka selama saya pergi dinner"
"negative", "terlalu ramai dan sempit areanya"
"negative", "tolong manajemen perhatikan petugas satpam sangat tidak sopan berbicaranya "
"negative", "ternyata tidak ada lift kamar saya di lantai dengan balita dan barang yang banyak hari kedua dipindah lantai hari ketiga digeser lagi laundrynya payah masih kotor semua dan saya harus mencuci ulang setelah sampai di rumah dijelaskan di hotel bahwa jika memerlukan alat pengusir serangga bisa menghubungi pas diminta obat nyamuk elektrik habis akhirnya beli sendiri "
"negative", "tidak ada perawatan terkesan mewah tapi semua kotor dan banyak yg rusak lokasi nya sulit dijangkau cek in jam cek out jam "
"negative", "pertama masuk kamar hotelnya seperti tidak trrurus menu breakfast juga itu terus banyak fasilitas yang sudah tidak berfungsi dengan baik k"
"negative", "sarapannya tidak banget pelayanannya muka masem semua bikin emosi aja kapok "
"negative", "ac sepertinya rusak karena suhu tidak dingin kamar ada cecak di kamar mandi ada kaki seribu keluar dari tempat pembuangan air mandi "
"negative", "private beach nya tidak seindah di foto"
"negative", "pelayanannya mengecewakan receptionst lambat"
"negative", "saat cek in cs terlalu ketat dengan harus menyertakan identitas anggota yang menginap kamar hy boleh diisi org saja kl lebih srh bayar jadi terkesan tidak ada toleransinya cs tidak ramah saat melayani cek in kaku dan jawab seperlunya jadi sangat berbeda dengan cs hotel lain yang sama dinusa seperti sofitel novotel dll karena seblomnya saya sering menginap juga dihotel lainnya di nusa dua juga next time saya tidak akan menginap dimelia nusa lagi karena terkesan dengan pelayanan yang sangat buruk"
"negative", "di luar hotel bau tidak sedap pelayanan kurang tanggap dan ada oknum staff yg tdk sopan harga tdk sebanding dg service "
"negative", "mohon agar mushola nya dibersihkan"
"negative", "lokasi sangat jauh untuk berpergian"
"negative", "kamar mandi sempit mandi di bathtub airnya tumpah"
"negative", "room agak panas breakfast hanya tersedia menu western "
"negative", "untuk menu sarapan mohon agar lebih variatif lagi menu sering habis saat masih banyak tamu yang mau sarapan thanks"
"negative", "alergi terhadap selimut hotel mungkin kurang bersih susah mencari kendaraan sewaan harus berjalan kaki sendiri utk mendapatkannya sedangkan kondisi saya kurang fit saat itu menu breakfast sangat sederhana dengan harga yang lumayan tinggi permalamnya "
"negative", "kamar sempit pengap toilet sangat jorok "
"negative", "kamar mandi bau kotor kamar bau rokok semua "
"negative", "resepsionisnya gak ramah check in and check out ribet dan lama banget pelayanannya pelayanan breakfast lebih mendahulukan turis asing "
"negative", "wifi dan acara tv amat sangat tidak memuaskan signal sangat kurang"
"negative", "kelengkapan kamar yang harusnya sudah tersedia tidak ada jika tidak diminta ke resepsionis"
"negative", "tempat jauh kemana mana kotor kolam renang juga kotor tidak terpakai kamar mandi kotor"
"negative", "sampai hotel basah kuyup karena kehujanan check in lancar tapi begitu masuk kamar ternyata kamar itu berpenghuni akhirnya balik lagi ke front office minta kunci kamar lainnya"
"negative", "pelayanan kurang memuaskan tidak ada bell boy suara luar kamar lorong terdengar sekali lokasi sekitar tidak ada tempat makan pilihan kurang cocok buat traveling"
"negative", "kamarnya kurang bersih dan agak bau"
"negative", "tidak sesuai ekspektasi kamar balcon tidak bisa langsung renang karena air kolam tidak ada dan kotor jorok "
"negative", "kebersihan bagus ramah semua cuma pemesanan saya untuk kamar bersebelahan dengan yang lainnya tidak bisa dan kamarnya pun engga sama padahal pemesananyaa sama smoga dengan kritikan ini villa mandi menjadi lebih baik lagi terima kasih "
"negative", "untuk tempat hotel nya agak kedalam sekali pulang malam agak serem jalan masuknya lampu kamar nya kurang terang tv nya kecil terus di taruh di atas jadi sekali nonton capek nengok nya semua nya fine thank you ya "
"negative", "lantai kamar lengket concierge hanya tanggap membantu tamu international reception kids club tidak ramah mainannya juga sudah tidak dalam keadaan baik pilihan sarapan tidak banyak dengan rasa yang biasa saja pelayan restaurant nya kurang membantu tidak ada beach club seperti yang di iklankan hanya akses ke pantai melalui gang umum yang agak kumuh lazypool cenderung kotor akses sauna dan steam harus melalui spa dan dikenakan charge perabot kamar sudah agak tua in room coffee dan tea optionnya sangat sedikit "
"negative", "kamar tidak sesuai di iklan reception jutek tidak ramah"
"negative", "jujur untuk kamar mandi kurang bersih dan masih banyak kotoran seperti debu "
"negative", "tv tidak beroperasi baik sudah dilaporkan dan ditangani teknisi dua kali namun gambar tetap kabur kunci pengaman pintu tidak berfungsi baik menu breakfast terbatas dan kualitas makanan mengecewakan staf restaurant tidak ramah overall service sangat tidak sebanding dengan harga "
"negative", "kamar mandinya kurang bersih tapi untuk breakfast dan view bagus kok "
"negative", "harganya tidak sebanding sm kebersihan kamar dan toiletnya lantai nya kotor kyk tidak pernah dipel toiletnya lebih kotor lgi d closet nya kayak ada kuning gtu entah itu apa tidak brani liat lagi "
"negative", "kamar kurang terang kamar mandi kurang terawat "
"negative", "pelayanan nya bagus banget cuma kamar ac nya tidak dingin jdi sampai tidak nyaman kalau ada didlam kamar"
"negative", "lokasinya enak sih bisa jalan kaki dari bandara sekitar menit dan kalo udah nyewa motor tinggal lurus langsung kuta sebelahnya juga lippo mall kuta banyak tempat makannya di sekitar situ tapi sayang banget kemaren dapet kamar yang catnya udah ngelotok dan acnya bau kakus serius ini ganggu banget karena pake ac sentral jadi bau sewage nya kerasa pas baru masuk kamar banget semakin kesana makin ilang aliran air shower kenceng pelan kenceng pelan untungnya wcnya luas dan untuk airnya cukup sih kolam renangnya juga cuman setinggi perut orang dewasa jadi ya ga ngaruh ngaruh amat sebenernya konsepnya bagus tiap dinding lobby sama kamar ada kata kata yang enlightening gitu as tusita is defined as heaven cuman kalo suasana kamar dan lobby lobbynya panas dan sinyal di lobby mendadak ga g bikin males aja sih karena saya ga mesen breakfast jadi nilainya ttp saya kasih kok untuk meal nya cuman cleanliness sama comfortnya agak compromised note saya gatau apakah kamar lainnya semelotok dan se bau kakus itu ya"
"negative", "breakfastnya tidak banyak pilihan "
"negative", "cocok untuk istirahat banyak toko dan resto di sekitarnya"
"negative", "sangat berisik tdk bs untuk istrahat ada sisa pasir pantai dikamar "
"negative", "lumayan akses dari lobi ke jalan besar cukup ribet"
"negative", "sarapan tidak fresh kamar yang kurang bersih bahkan ada serangga yang menggigit bukan nyamuk nilai plus di dalam kamar tersedia kompor untuk memasak"
"negative", "rumah pintu agak rusak kamar mandi kotor tidak terawat ac bocor pelayanan kurang kamar ga bgt deh apa karena pesan dr traveloka jd seadanya bad bgt"
"negative", "pelayanan kurang memuaskan makanan terbatas kamar mandi waktu masuk berbau tidak sesuai dengan standar hotel bintang "
"negative", "hotelnya sangat gelap lampu semua dimatikan jadi terkesan sangat horor padahal beberapa tahun lalu menginap di sana sangat bagus dan terang kamar dan toilet juga kotor westafel buntu front office tidak pernah ada di lobby"
"negative", "hotel kotor staff kurang tanggap staff berjanji akan telpon balik memeberikan informasi tetapi tidak call back ke kamar kami memesan makanan untuk antar ke kamar crispy duck sangat keras tidak bisa dimakan staff kurang perhatian kami memesan nasi goreng dan crispy duck tetapi diberikan set garpu dan pisau ketika keesokan hari breakfast piring semuanya dalam keadaan basah tapi sudah ditaruh di tempat breakfast tidak ada sendok makan sama sekali hanya ada sendok sop padahal tidak ada menu sop atau kuah "
"negative", "overall hotel oke kecuali pas check in ditolak karena alasan kamar sudah penuh dan dialihkan ke yang lain "
"negative", "dapat kamar pinggir jalan suara mobil sirene klakson terdengar jelas mengganggu breakfast banyak pilihan tapi rasa kurang enak "
"negative", "hotelnya sii enak tmpatnya dekat pantai kuta tapi untuk airnya sangat kotor agak bau "
"negative", "receptionistnya sangat tidak ramah "
"negative", "di kamar banyak nyamuk tidak ada sinyal hp wifi sangat jelek check in terlambat saya sangat kecewa"
"negative", "kamar ok bersih dan cukup besar breakfast kurang beraneka ragam utk sekelas bintang"
"negative", "kamarnya pengap dan kurang bersih sprei dan selimutmya mah lebab belum cukup kering sudah dipakai"
"negative", "wife jelek luar biasa acara tv juga begitu "
"negative", "layanan ini tidak menyenangkan mereka mengganggu waktu kita untuk mengambil beberapa gambar berkali kali aku sudah diberi catatan kemudian mereka mengabaikan permintaan kami "
"negative", "overall sih cukup oke buat backpacking cuma penerangan kurang air kamar mandi terasa licin "
"negative", "hotel sudah tua kayak tidak terawat kotor banyak nyamuk nya kamar yang pool side banyak nyamuk kotor tidak terawat bangunan nyaa "
"negative", "kotor dan tidak nyaman ruangannya "
"negative", "banyak nyamuk kamar mandi kotor poor service "
"negative", "rekan saya dimintain uang rokok oleh sekuriti hotel "
"negative", "kamar kotor dan ada bocor dari atap kamar mandi juga kotor dan air panas tidak mau lorong pengap"
"negative", "lokasi jauh dari ubud jalan menuju villa sangat kecil dan tidak ada lampu penerangan sama sekali di kamar tidak ada tv receptionist kosong dan penjaga villa cuma orang itu pun dia baru bekerja hari akhirnya kami terpaksa mencari hotel lain karena anak saya takut dengan suasana sekitar villa yang gelap "
"negative", "lokasinya agak jauh dari ubud sekitar menit dengan kendaraan resepsionist tidak pernah ada di tempat menu makanan hanya nasi goreng dan mie goreng bangunannya kurang perawatan namun viewnya cukup bagus "
"negative", "perlu adanya perubahan kondisi kamar lembab "
"negative", "hotel dengan lokasi cukup strategis untuk traveling di daerah seminyak "
"negative", "kurang memuaskan check in lama makanan biasa banget pelayanan lama"
"negative", "hotelnya bagus cuma kondisi lokasinya agak di pinggir laut jadi agak bau air laut kayak bau ikan mati "
"negative", "lingkungan hotel bau krn trnyata terletak dkt tps tempat pembuangan sampah bau masuk ke dalam kamar di dlm kamar tdk ada pengharum ruangan ac tdk dingin sehingga bau sampah semakin menjadi jadi saluran tv cable hnya channel srapan hnya menu diluar roti nasi putih nasi goreng tahu kecap orak arik sayur telur kerupuk jus jambu yg sdh habis tdk diisi kembali yg bagus dri hotel ini hnya krn terletak di jalan bypass ngurah rai "
"negative", "hotelnya sih bagus lokasinya deket bgt dengat pelabuhan benoa trus deket dengan tempat makan dan kendaraan umum cuma stafnya unfriendly bgt trus bau bgt hotelnya kaya bau got gitu nemvus sampai ke kamar baunya jadi ngeganggu bgt sarapannya sih satndar bgt tapi kalo dilihat dr harganya sih oke "
"negative", "listrik hotel mati pada malam hari "
"negative", "lampu mendadak mati di kamar saya lalu maintenance nya lamban dan kurang baik tutur katanya makanan juga jauh dari swissbell lainnya "
"negative", "perlengkapan mandi yang kurang harus pesan dulu dan air yang tekanannya tidak setabil terkadang panas hangat dingin "
"negative", "mengecewakan karena saya tidak bisa menggunakan fasilitas kolam renang hanya untuk acara privasi tamu lain dan di kamar tidak ada smoking roomnya "
"negative", "saya menginap di kamar air panas tidak berfungsi dengan baik controller ac tidak berfungsi sehingga tempratur ac di kamar itu panas sekali pelayanan yang sangat tidak bersahabat "
"negative", "bantal bau kamar mandi jorok "
"negative", "perlengkapan kamar tidak sesuai dengan harga"
"negative", "pertama saya dapat kamar minta pindah dikarenakan ada noda pada sprei lalu minta pindah di beri kamar nomer hasilnya sama saja terdapat noda pada sprei kasur berhubung penerbangan besok jam pagi dari soetta akhirnya mau tidak mau saya terima karena sudah kelelahan kebersihan kurang memuaskan karena sprei seperti tidak diganti pelayanan kurang memuaskan tidak bisa check in jam harus tunggu jam kurang ramah staff nya lokasi bagus dekat dengan pusat perbelanjaan mall dekat dengan jalan tol kenyamanan kasur keras sehingga kurang nyaman seperti kamar kost sprei kotor makanan belum sempat mencoba karena bangun subuh untuk penerbangan awal keseluruhan sesuai dengan budget harga kamar fasilitas kamar hanya saja kebersihan kasur yang kurang kalau ingin jadi low budgeting hotel mohon untuk diperhatikan kondisi tempat tidurnya "
"negative", "selain security semua petugas kurang ramah proses check in harus nunggu jam padahal kalau di hotel lain jam datangpun langsung bisa masuk orang mau check in bukannya diproses dulu tapi malah disuruh tunggu jam "
"negative", "receptionist tidak ramah tidak nyaman berisik suara kamar lain terdengar di kamar kebersihan sih oke "
"negative", "handuknya tidak ada cadangan jadi saya harus menunggu handuknya kering selesai di laundry toilet tidak ada sikat gigi ac kurang dingin "
"negative", "kondisi kamar kurang nyaman dan jendela tidak bisa rapat tertutup ac juga tidak dingin "
"negative", "ac cuma fan yang hidup toilet rusak "
"negative", "petugasnya kurang ramah terutama di bagian makan kyknya bawaannya curiga gitu kamarnya bau bekas orang yang merokok jd nggak fresh "
"negative", "tidak puas dengan pelayanan dan fasilitasnya "
"negative", "fasilitas kamar kurang tidak ada kolam renang"
"negative", "kami menginap deluxe room plus extra bed tetapi hanya disediakan sikat gigi dan sepasang handuk kwalitas kasur extra bed tidak layak untuk sebuah hotel sekelas cifest dibawah standard "
"negative", "letaknya cukup strategis pelayanannya ramah dan responsive untuk kamar bersih meski sedikit ada bekas rembesan air dari ac yang bocor yang sedikit aneh kamar mandi dan toilet terpisah dan tidak ada gantungan pakain di toilet "
"negative", "mengenai sarapan pagi kebetulan saya tidak bisa ke resto bawah lalu saya minta tolong untuk dibawakan sarapan saya ke room tetapi kenapa saya di kenakan biaya untuk per porsinya terima kasih "
"negative", "sprei kotor dan banyak bercak di pojok ruangan di hiasi sarang laba ac tidak berfungsi "
"negative", "tujuan kami menginap di hotel santika cikarang karena ingin liburan dan renang di hotel tapi betapa kecewanya kami karena kolam renangnya ternyata sedang direnovasi dan sudah tutup hampir sebulan pertanyaan berikutnya adalah kenapa tidak ada pengumuman mengenai renovasi kolam renang tersebut di web"
"negative", "untuk lokasi mudah untuk di jangkau kondisi kamar nyaman tapi saya dapat kamar mandi yang sepertinya baru di renovasi jadi masih ada semen putih di beberapa bagian namun untuk keseluruhan kondisi hotel okey "
"negative", "kamarnya agak bau dan acnya kurang dingin sudah lapor hanya tetapi long action"
"negative", "wifi tidak ada ac tidak dingin "
"negative", "kamar luas kebersihan kurang kalau mau naik ke lt dst harus pakai tangga yang tinggi jadi kalau bawa barang koper tas berat lumayan capeknya "
"negative", "pelayanan biasa saja tidak ada lift"
"negative", "bantal kempes tidak ada gulingnya"
"negative", "sudah pesan hr sebelumnya sampai hotel jam setengah tapi kamar belum siap nunggu lagi hampir menit kamar baru siap pesan kamar no smoking tapi kamar bau rokok "
"negative", "secara keseluruhan tidak masalah saya kurang bisa merasakan suasana santai di hotel ini mungkin karena tidak ada ruang tamu duduk di lantai dasar front area sehingga hotel berkesan kaku "
"negative", "tidak recommended sekali karena pelayanan yang tidak memuaskan "
"negative", "kamar basah bnjir tempat tidur tidak layak minus pokok ya nyesel bgt nginep disini harga terlalu mahal dgn fasilitas seperti itu"
"negative", "promosi bontang ternyata melati harga rb kemahalan untuk melati"
"negative", "sprei kasurnya kotor banyak noda air panas di kamar mandi tidak berfungsi lokasi strategis "
"negative", "peralatan masak tidak lengkap ac tidak bekerja dengan baik layanan tv kabel tidak bisa hanya siaran lokal saja tidak ada lemari pakaian ranjangnya kurang baik "
"negative", "pertama datang dikasih kamar kumuh bau kotor mulai dari sofa yang seperti kain lap pel karpet yang kotor bolong seperti keset diberi alternatif kamar lain gk jauh beda kotor bau pengap sprei penuh noda bercak kotor handle pintu rusak smp gk bisa dibuka dinding kamar yang bolong lampu penerangan minim wifi cuma namanya aja wifi gk fungsi sama sekali channel tv juga cuma pajangan gk ada yang bisa ditonton cuma tv lokal "
"negative", "mbaknya kurang ramah kamarnya kotor apalagi kamar mandi tdk ada air panas selimut di kamar bekas karena banyak noda noda "
"negative", "ranjang berisik saluran tv kabel tidak ada sinyal ac bocor tidak ada teflon untuk menggoreng tidak ada penyedot asap beranda kotor tidak terawat "
"negative", "hotel lama dengan kamar yang juga sudah old fashion untuk ukuran kamar dan kamar mandi memang besar sedikit terobati dengan rasa makanan sarapan yang relatif baik hotel ini banyak penghuninya dari jepang maka sarapan paginya ada gaya jepangnya dan ada minuman yakult nya "
"negative", "kaget pesan kamar studio tapi di berikan yang kamar dengan alasan yang baik dan di mengerti oke saya maklumi tak apa lah tetapi setelah saya menempati kamar tersebut banyak sekali kekurangan dari segi engsel pintu sudah mulai tidak bisa di kunci lantai yang kurang bersih closed yang kurang beres dan pendingin ruangan kurang dingin padahal tersedia ac saya harap perlu ditingkatkan lagi untuk reserfasi kamar dan fasilitasnya terima kasih"
"negative", "kamar desainnya ok kecil tapi nyaman kamarnya agak kotor shower rusak air kurang panas dan air mandi gak bisa turun di kamar tidak ada handuk dan sabun harus minta overall ok dengan harga seperti ini "
"negative", "spreinya bau sepertinya tidak diganti setelah orang sebelunya cek in"
"negative", "tidak enak kotor pelayanan kurang breakfast biasa saja tidak ada menu makanan tempat tidak strategis "
"negative", "agak masuk jadi kek mawar ato melati fasilitas kamar bagus"
"negative", "channel tv hanya kolam renang anak tidak berfungsi bed kucel handuk kucel dan sobek tdk trsedia makanan cafe saat check in agak ribet"
"negative", "hotel yg paling jelek yg pernah yg kunjungi"
"negative", "pesan twin bed diberi queen sprei dan selimut kotor bantal bau apek toilet jarang dibersihkan chanel tv harus cari manual dan ac bocor smoga kingstone dapat memperbaiki kinerja nya ke depan supaya pemesan tidak kecewa "
"negative", "saya mendapat kamar nya terlalu kecil"
"negative", "well di daerah ini agak sulit untuk memesan ojek online namun tempat ini cukup dekat dengan pintu belakang kompleks sehingga driver ojek online bisa menjemput kita disana fasilitas cukup memadai dan tempat ini menyediakan hidangan yang dapat kita pesan "
"negative", "kamarnya kotor berdebu dan bau ada nyamuk sangat mengecewakan"
"negative", "kamar sempit kmr mndi bau sedikit susah nyari lokasinya"
"negative", "kamarnya pengap ada bau dari kamar mandi"
"negative", "sarapan kurang ok variasi menu harap ditambah lagi "
"negative", "lumayan kebersihan toilet perlu ditingkatkan proses check in dan chekout terlalau lambat "
"negative", "makanan kurang enak dan agak bising di kamar"
"negative", "ac berisik lift mati makanan habis gelas alasan lagi dicuci pelayan tidak ramah "
"negative", "kloset kamar mandi di kamar pada saat awal check in kondisi nya mampet dan keluar air sendiri sehingga merepotkan dan bau secara keseluruhan hotel dll baik "
"negative", "pertama sampai mau check in aja sudah distop dengan security dibilang kamar full padahal saya belom juga sampai ke meja receptionis saya langsung jawab itu satpam kalau sudah booking dari kapan hari menu breakfast tidak variatif karpet kamar jorok seprai bolong ada noda tinta sinyal hp jelek dan yang paling fatal sewaktu check out kamar saya mereka bilang kehilangan handuk kecil handuk wajah dan pihak hotel mengajak suami saya untuk kekamar kembali untuk melihat handuk tersebut sangat sangat dipermalukan dengan pihak hotel yang katanya berbintang tapi pelayanan kaki lima mereka menahan kami cuma karena handuk kecil dan yang lucunya sampai saya bongkar semua koper handuk itu tidak ada mereka tidak check interent dulu tapi langsung ke tamu hotel seharusnya cleaning service nya dipanggil bukan malah tamu yang dibegitukan saya sebagai tamu yang gak pernah perhatiin laah handuk kecil itu ada apa gk waktu kamar dibersihkan saya cuma liat handuk mandi diganti yang lain gk perhatikan saya tidak menyarankan untuk menginap dihotel ini saya bawa anak bayi dan anak kecil serta orang tua masak ditahan cuma gara handuk "
"negative", "kamarnya bau apek kayak bau kain basah gk dijemur saat breakfast yg jaganya gak ramah wajah cemberut gak ada senyum dikitpun "
